Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
10/12/2008,4:32:00,0.29,0.076,245.54,1.2,0,1,0
10/12/2008,4:33:00,0.29,0.076,245.69,1.2,0,1,0
10/12/2008,4:34:00,0.29,0.074,245.46,1.2,0,2,0
10/12/2008,4:35:00,0.29,0.076,246.16,1.2,0,1,0
10/12/2008,4:36:00,0.278,0.056,246.21,1.2,0,1,0
10/12/2008,4:37:00,0.214,0.05,246.1,0.8,0,0,0
10/12/2008,4:38:00,0.306,0.058,246.15,1.4,0,0,0
10/12/2008,4:39:00,0.29,0.058,245.95,1.2,0,0,0
10/12/2008,4:40:00,0.292,0.056,245.82,1.2,0,0,0
10/12/2008,4:41:00,0.29,0.056,245.49,1.2,0,0,0
10/12/2008,4:42:00,0.29,0.056,245.36,1.2,0,0,0
10/12/2008,4:43:00,0.288,0.056,245.28,1.2,0,0,0
10/12/2008,4:44:00,0.286,0.056,245.67,1.2,0,0,0
10/12/2008,4:45:00,0.286,0.056,245.45,1.2,0,0,0
10/12/2008,4:46:00,0.284,0.054,245.08,1.2,0,0,0
10/12/2008,4:47:00,0.282,0.054,244.46,1.2,0,0,0
10/12/2008,4:48:00,0.324,0.072,244.11,1.4,0,0,0
10/12/2008,4:49:00,0.324,0.082,243.79,1.4,0,0,0
10/12/2008,4:50:00,0.32,0.082,243.77,1.4,0,0,0
10/12/2008,4:51:00,0.318,0.082,243.69,1.4,0,0,0
10/12/2008,4:52:00,0.318,0.084,244.13,1.2,0,0,0
10/12/2008,4:53:00,0.318,0.084,244.48,1.2,0,0,0
10/12/2008,4:54:00,0.316,0.086,244.86,1.2,0,0,0
10/12/2008,4:55:00,0.316,0.086,245.08,1.2,0,0,0
10/12/2008,4:56:00,0.316,0.09,245.67,1.2,0,0,0
10/12/2008,4:57:00,0.316,0.09,245.98,1.2,0,0,0
10/12/2008,4:58:00,0.314,0.09,245.94,1.2,0,0,0
10/12/2008,4:59:00,0.312,0.088,245.33,1.2,0,0,0
10/12/2008,5:00:00,0.312,0.086,244.79,1.2,0,0,0
10/12/2008,5:01:00,0.308,0.086,244.41,1.2,0,0,0
10/12/2008,5:02:00,0.308,0.084,244.21,1.2,0,0,0
10/12/2008,5:03:00,0.308,0.086,244.38,1.2,0,0,0
10/12/2008,5:04:00,0.306,0.084,244.09,1.2,0,0,0
10/12/2008,5:05:00,0.306,0.084,244.24,1.2,0,0,0
10/12/2008,5:06:00,0.22,0,244.97,1,0,0,0
10/12/2008,5:07:00,0.212,0.05,245.44,0.8,0,0,0
10/12/2008,5:08:00,0.212,0.052,244.83,0.8,0,0,0
10/12/2008,5:09:00,0.21,0.052,244.02,0.8,0,0,0
10/12/2008,5:10:00,0.21,0.054,243.69,0.8,0,0,0
10/12/2008,5:11:00,0.21,0.052,243.96,0.8,0,0,0
10/12/2008,5:12:00,0.212,0.054,244.13,0.8,0,0,0
10/12/2008,5:13:00,0.212,0.052,244.3,0.8,0,0,0
10/12/2008,5:14:00,0.212,0.052,245.09,0.8,0,0,0
10/12/2008,5:15:00,0.212,0.05,245.24,0.8,0,0,0
10/12/2008,5:16:00,0.212,0.052,244.98,0.8,0,0,0
10/12/2008,5:17:00,0.212,0.052,245.25,0.8,0,0,0
10/12/2008,5:18:00,0.212,0.052,245.01,0.8,0,0,0
10/12/2008,5:19:00,0.212,0.052,244.6,0.8,0,0,0
10/12/2008,5:20:00,0.212,0.052,244.59,0.8,0,0,0
10/12/2008,5:21:00,0.212,0.052,244.99,0.8,0,0,0
10/12/2008,5:22:00,0.214,0.05,245.36,0.8,0,0,0
10/12/2008,5:23:00,0.212,0.052,244.76,0.8,0,0,0
10/12/2008,5:24:00,0.212,0.052,244.91,0.8,0,0,0
10/12/2008,5:25:00,0.212,0.052,245.19,0.8,0,0,0
10/12/2008,5:26:00,0.212,0.052,244.93,0.8,0,0,0
10/12/2008,5:27:00,0.236,0,245.17,1.2,0,0,0
10/12/2008,5:28:00,0.29,0.054,244.92,1.2,0,0,0
10/12/2008,5:29:00,0.29,0.056,245.73,1.2,0,0,0
10/12/2008,5:30:00,0.292,0.058,245.83,1.2,0,0,0
10/12/2008,5:31:00,0.292,0.056,245.44,1.2,0,0,0
10/12/2008,5:32:00,0.288,0.054,244.54,1.2,0,0,0
10/12/2008,5:33:00,0.286,0.052,244.12,1.2,0,0,0
10/12/2008,5:34:00,0.284,0.052,243.97,1.2,0,0,0
10/12/2008,5:35:00,0.282,0.052,243.4,1.2,0,0,0
10/12/2008,5:36:00,0.282,0.052,243.53,1.2,0,0,0
10/12/2008,5:37:00,0.268,0,242.91,1,0,0,0
10/12/2008,5:38:00,0.208,0.056,242.4,0.8,0,0,0
10/12/2008,5:39:00,0.208,0.056,241.98,0.8,0,0,0
10/12/2008,5:40:00,0.21,0.054,242.76,0.8,0,0,0
10/12/2008,5:41:00,0.21,0.054,243.32,0.8,0,0,0
10/12/2008,5:42:00,0.212,0.054,243.83,0.8,0,0,0
10/12/2008,5:43:00,0.254,0,243.79,1.2,0,0,0
10/12/2008,5:44:00,0.324,0.082,243.38,1.4,0,0,0
10/12/2008,5:45:00,0.328,0.082,243.37,1.4,0,0,0
10/12/2008,5:46:00,0.328,0.084,243.87,1.4,0,0,0
10/12/2008,5:47:00,0.326,0.084,243.57,1.4,0,0,0
10/12/2008,5:48:00,0.318,0.082,243.35,1.2,0,0,0
10/12/2008,5:49:00,0.318,0.088,245.11,1.2,0,0,0
10/12/2008,5:50:00,0.318,0.088,245.45,1.2,0,0,0
10/12/2008,5:51:00,0.318,0.09,246.01,1.2,0,0,0
10/12/2008,5:52:00,0.318,0.092,247.08,1.2,0,0,0
10/12/2008,5:53:00,0.32,0.094,247.29,1.4,0,0,0
10/12/2008,5:54:00,0.326,0.094,247.4,1.4,0,0,0
10/12/2008,5:55:00,0.324,0.096,247.81,1.4,0,0,0
10/12/2008,5:56:00,0.322,0.092,247.08,1.4,0,0,0
10/12/2008,5:57:00,0.32,0.09,246.41,1.4,0,0,0
10/12/2008,5:58:00,0.318,0.09,246.09,1.2,0,0,0
10/12/2008,5:59:00,0.318,0.09,246,1.2,0,0,0
10/12/2008,6:00:00,0.316,0.09,245.62,1.2,0,0,0
10/12/2008,6:01:00,0.238,0,244.33,1,0,0,0
10/12/2008,6:02:00,0.218,0.052,243.89,0.8,0,0,0
10/12/2008,6:03:00,0.216,0.052,244,0.8,0,0,0
10/12/2008,6:04:00,0.216,0.052,243.99,0.8,0,0,0
10/12/2008,6:05:00,0.218,0.05,245.33,0.8,0,0,0
10/12/2008,6:06:00,0.218,0.052,245.18,0.8,0,0,0
10/12/2008,6:07:00,0.218,0.05,245.62,0.8,0,0,0
10/12/2008,6:08:00,0.218,0.05,245.43,0.8,0,0,0
10/12/2008,6:09:00,0.22,0.048,246.26,0.8,0,0,0
10/12/2008,6:10:00,0.22,0.048,246.87,0.8,0,0,0
10/12/2008,6:11:00,0.222,0.048,246.99,0.8,0,0,0
10/12/2008,6:12:00,0.22,0.05,246.05,0.8,0,0,0
10/12/2008,6:13:00,0.22,0.048,246.19,0.8,0,0,0
10/12/2008,6:14:00,0.22,0.048,246.35,0.8,0,0,0
10/12/2008,6:15:00,0.218,0.05,245.36,0.8,0,0,0
10/12/2008,6:16:00,0.218,0.05,245.61,0.8,0,0,0
10/12/2008,6:17:00,0.218,0.05,245.87,0.8,0,0,0
10/12/2008,6:18:00,0.306,0.048,244.95,1.4,0,0,0
10/12/2008,6:19:00,0.294,0.056,244.86,1.2,0,0,0
10/12/2008,6:20:00,0.296,0.056,245.28,1.2,0,0,0
10/12/2008,6:21:00,0.298,0.06,246.74,1.2,0,0,0
10/12/2008,6:22:00,0.298,0.062,247.48,1.2,0,0,0
10/12/2008,6:23:00,0.298,0.062,247.41,1.2,0,0,0
10/12/2008,6:24:00,0.294,0.06,247.03,1.2,0,0,0
10/12/2008,6:25:00,0.294,0.06,247.19,1.2,0,0,0
10/12/2008,6:26:00,0.292,0.06,246.71,1.2,0,0,0
10/12/2008,6:27:00,0.29,0.058,246.42,1.2,0,0,0
10/12/2008,6:28:00,0.23,0,246.66,1,0,0,0
10/12/2008,6:29:00,0.222,0.046,247.83,0.8,0,0,0
10/12/2008,6:30:00,0.222,0.046,247.44,0.8,0,0,0
10/12/2008,6:31:00,0.22,0.048,247.08,0.8,0,0,0
10/12/2008,6:32:00,0.22,0.048,246.97,0.8,0,0,0
10/12/2008,6:33:00,0.22,0.048,247.22,0.8,0,0,0
10/12/2008,6:34:00,0.218,0.05,246.3,0.8,0,0,0
10/12/2008,6:35:00,0.218,0.05,246.48,0.8,0,0,0
10/12/2008,6:36:00,0.22,0.048,247.18,0.8,0,0,0
10/12/2008,6:37:00,0.22,0.048,246.63,0.8,0,0,0
10/12/2008,6:38:00,0.284,0,245.84,1.2,0,0,0
10/12/2008,6:39:00,0.332,0.088,245.35,1.4,0,0,0
10/12/2008,6:40:00,0.356,0.112,245.92,1.4,0,0,0
10/12/2008,6:41:00,0.54,0.122,246.12,2.2,0,0,0
10/12/2008,6:42:00,3.674,0.088,242.7,16.8,0,0,0
10/12/2008,6:43:00,4.04,0.098,242.51,16.8,0,0,0
10/12/2008,6:44:00,3.566,0.086,242.74,14.8,0,0,0
10/12/2008,6:45:00,0.848,0.114,245.37,3.4,0,0,0
10/12/2008,6:46:00,0.846,0.112,244.97,3.4,0,0,0
10/12/2008,6:47:00,1.364,0.156,244.86,6.2,0,0,0
10/12/2008,6:48:00,1.894,0.148,245.06,8.2,0,0,0
10/12/2008,6:49:00,1.148,0.128,245.06,5.4,0,0,0
10/12/2008,6:50:00,1.078,0.16,246.48,4.4,0,0,0
10/12/2008,6:51:00,1.708,0.168,246.39,7.4,0,0,6
10/12/2008,6:52:00,2.38,0.162,245.86,9.6,0,0,20
10/12/2008,6:53:00,2.388,0.162,246.22,9.6,0,0,19
10/12/2008,6:54:00,2.29,0.156,244.76,9.4,0,0,18
10/12/2008,6:55:00,2.144,0.156,244.29,8.8,0,0,19
10/12/2008,6:56:00,2.06,0.064,242.7,8.4,0,0,18
10/12/2008,6:57:00,2.004,0,241.73,8.2,0,0,18
10/12/2008,6:58:00,1.982,0,240.6,8.2,0,0,18
10/12/2008,6:59:00,2.022,0,240.82,8.4,0,0,18
10/12/2008,7:00:00,2.058,0.13,240.16,8.6,0,1,17
10/12/2008,7:01:00,2.074,0.132,240.86,8.6,0,1,18
10/12/2008,7:02:00,2.068,0.132,240.79,8.6,0,2,18
10/12/2008,7:03:00,2.108,0.154,241.38,8.8,0,1,18
10/12/2008,7:04:00,2.162,0.242,241.97,9,0,2,18
10/12/2008,7:05:00,2.19,0.24,241.58,9,0,1,18
10/12/2008,7:06:00,2.332,0.238,241.55,9.6,0,1,18
10/12/2008,7:07:00,2.332,0.238,241.73,9.6,0,2,18
10/12/2008,7:08:00,2.066,0.244,242.03,8.6,0,1,18
10/12/2008,7:09:00,2.048,0.242,241.77,8.4,0,2,18
10/12/2008,7:10:00,2.052,0.24,241.43,8.4,0,1,17
10/12/2008,7:11:00,2.042,0.24,241.02,8.4,0,1,18
10/12/2008,7:12:00,2.018,0.234,239.77,8.4,0,2,18
10/12/2008,7:13:00,2.006,0.23,238.94,8.4,0,1,18
10/12/2008,7:14:00,1.992,0.228,238.36,8.4,0,2,17
10/12/2008,7:15:00,1.94,0.154,237.97,8.2,0,1,17
10/12/2008,7:16:00,1.932,0.128,238.59,8,0,1,18
10/12/2008,7:17:00,1.936,0.128,238.89,8,0,2,17
10/12/2008,7:18:00,1.936,0.128,238.99,8,0,1,18
10/12/2008,7:19:00,1.94,0.128,239.19,8,0,1,17
10/12/2008,7:20:00,1.932,0.13,239.07,8,0,1,18
10/12/2008,7:21:00,1.916,0.128,238.58,8,0,2,17
10/12/2008,7:22:00,1.912,0.126,238.35,8,0,1,18
10/12/2008,7:23:00,2.2,0.098,237.58,9.2,0,1,17
10/12/2008,7:24:00,2.19,0,237.73,9.2,0,0,18
10/12/2008,7:25:00,2.206,0,238.96,9.2,0,0,17
10/12/2008,7:26:00,2.206,0,239.1,9.2,0,0,18
10/12/2008,7:27:00,2.19,0,238.13,9.2,0,0,17
10/12/2008,7:28:00,2.192,0,238.41,9.2,0,0,18
10/12/2008,7:29:00,2.202,0,239.31,9.2,0,0,17
10/12/2008,7:30:00,2.222,0,239.99,9.2,0,0,18
10/12/2008,7:31:00,2.318,0,240.08,9.6,0,0,17
10/12/2008,7:32:00,2.434,0,239.56,10,0,0,18
10/12/2008,7:33:00,2.568,0.054,238.6,10.8,0,0,18
10/12/2008,7:34:00,2.602,0.13,237.99,10.8,0,0,17
10/12/2008,7:35:00,2.594,0.136,239.61,10.8,0,0,18
10/12/2008,7:36:00,2.526,0.136,239.44,10.4,0,0,17
10/12/2008,7:37:00,2.554,0.142,241.24,10.6,0,0,18
10/12/2008,7:38:00,2.554,0.13,241.77,10.6,0,0,18
10/12/2008,7:39:00,2.448,0.106,241.02,10.2,0,0,18
10/12/2008,7:40:00,2.372,0.108,240.8,9.8,0,0,18
10/12/2008,7:41:00,2.904,0.106,239.65,12.2,0,0,17
10/12/2008,7:42:00,3.2,0.102,238.17,13.4,0,0,18
10/12/2008,7:43:00,3.31,0.096,236.84,14,0,0,17
10/12/2008,7:44:00,3.434,0.096,237.61,14.4,0,0,17
10/12/2008,7:45:00,3.436,0.096,237.8,14.4,0,0,18
10/12/2008,7:46:00,3.446,0.098,237.98,14.4,0,0,17
10/12/2008,7:47:00,3.478,0.102,239.38,14.4,0,0,18
10/12/2008,7:48:00,2.664,0.104,241.12,11,0,0,17
10/12/2008,7:49:00,2.57,0.102,240.17,10.6,0,0,18
10/12/2008,7:50:00,2.55,0.102,240,10.6,0,0,18
10/12/2008,7:51:00,3.328,0.096,239.52,14,0,0,17
10/12/2008,7:52:00,3.74,0,238.59,15.6,0,0,18
10/12/2008,7:53:00,3.718,0,238.75,15.4,0,0,17
10/12/2008,7:54:00,2.516,0.072,240.04,10.6,0,0,18
10/12/2008,7:55:00,2.424,0.074,239.99,10,0,0,18
10/12/2008,7:56:00,3.21,0.152,239.16,13.6,0,0,17
10/12/2008,7:57:00,2.878,0.068,238.59,12,0,0,18
10/12/2008,7:58:00,2.624,0,239.31,10.8,0,0,17
10/12/2008,7:59:00,2.648,0,240.28,11,0,0,18
10/12/2008,8:00:00,2.65,0,240.35,11,0,0,18
10/12/2008,8:01:00,2.644,0.056,240.34,11,0,0,17
10/12/2008,8:02:00,2.738,0.072,240.65,11.2,1,0,18
10/12/2008,8:03:00,2.708,0.06,240.19,11.2,1,0,18
10/12/2008,8:04:00,2.552,0.062,240.06,10.6,1,0,18
10/12/2008,8:05:00,2.464,0,241.41,10.2,2,0,18
10/12/2008,8:06:00,2.584,0,243.77,10.6,1,0,18
10/12/2008,8:07:00,2.558,0.086,244.5,10.4,1,0,18
10/12/2008,8:08:00,2.6,0.086,242.52,10.6,1,0,18
10/12/2008,8:09:00,2.682,0.084,241.14,11,1,0,18
10/12/2008,8:10:00,2.774,0.082,240.44,11.4,2,0,18
10/12/2008,8:11:00,2.734,0.082,238.73,11.4,1,0,17
10/12/2008,8:12:00,2.73,0.076,239.11,11.4,1,0,18
10/12/2008,8:13:00,2.734,0.072,239.59,11.4,1,0,17
10/12/2008,8:14:00,2.762,0.066,240.85,11.4,2,0,18
10/12/2008,8:15:00,2.758,0.07,241.11,11.4,1,0,18
10/12/2008,8:16:00,2.75,0.07,240.61,11.4,1,0,18
10/12/2008,8:17:00,2.744,0.074,240.53,11.4,1,0,18
10/12/2008,8:18:00,2.742,0.074,240.27,11.4,1,0,17
10/12/2008,8:19:00,2.76,0.064,241.19,11.4,2,0,18
10/12/2008,8:20:00,2.748,0,241.9,11.2,1,0,18
10/12/2008,8:21:00,2.78,0.06,242.22,11.4,1,0,18
10/12/2008,8:22:00,3.142,0.068,241.26,13.4,4,0,18
10/12/2008,8:23:00,4.984,0.088,239.61,20.8,38,0,18
10/12/2008,8:24:00,5.022,0.088,240.84,20.8,39,0,17
10/12/2008,8:25:00,5.076,0.088,240.91,21,39,0,18
10/12/2008,8:26:00,5.106,0.09,240.5,21.2,38,0,18
10/12/2008,8:27:00,5.09,0.09,240.11,21.2,38,0,18
10/12/2008,8:28:00,5.168,0,240.75,21.4,39,0,17
10/12/2008,8:29:00,5.222,0,240.78,21.6,39,0,18
10/12/2008,8:30:00,5.22,0.046,240.9,21.6,38,0,18
10/12/2008,8:31:00,5.202,0,240.58,21.6,38,0,18
10/12/2008,8:32:00,5.176,0,240.05,21.4,39,0,17
10/12/2008,8:33:00,5.142,0,239.16,21.4,38,0,18
10/12/2008,8:34:00,5.142,0,239.18,21.4,38,0,18
10/12/2008,8:35:00,4.212,0.052,240.85,18,25,0,17
10/12/2008,8:36:00,3,0.064,242.58,12.2,1,0,18
10/12/2008,8:37:00,2.996,0.064,242.49,12.2,1,0,18
10/12/2008,8:38:00,2.996,0.062,242.55,12.2,2,0,18
10/12/2008,8:39:00,2.862,0.066,243.32,11.8,1,0,19
10/12/2008,8:40:00,2.788,0.11,243.42,11.4,1,0,18
10/12/2008,8:41:00,2.784,0.108,243.34,11.4,1,0,18
10/12/2008,8:42:00,2.756,0.104,241.99,11.4,2,0,18
10/12/2008,8:43:00,2.814,0.102,241.87,11.6,1,0,18
10/12/2008,8:44:00,3.044,0.182,241.18,12.6,1,0,18
10/12/2008,8:45:00,3.018,0.202,240.83,12.4,1,0,18
10/12/2008,8:46:00,3.284,0.176,240.71,13.8,2,0,17
10/12/2008,8:47:00,2.566,0.088,242.5,10.6,1,0,18
10/12/2008,8:48:00,2.996,0.05,241.89,12.6,1,0,18
10/12/2008,8:49:00,2.434,0,242.08,10,1,0,18
10/12/2008,8:50:00,2.374,0,243.32,9.6,2,0,18
10/12/2008,8:51:00,2.148,0,244.23,8.8,1,0,19
10/12/2008,8:52:00,2.176,0,243.71,8.8,1,0,18
10/12/2008,8:53:00,2.242,0,243.42,9.2,2,0,18
10/12/2008,8:54:00,2.25,0,243.88,9.2,1,0,18
10/12/2008,8:55:00,2.258,0,244.43,9.2,1,0,19
10/12/2008,8:56:00,2.25,0,243.95,9.2,1,0,18
10/12/2008,8:57:00,2.164,0,243.35,8.8,2,0,18
10/12/2008,8:58:00,2.13,0,243.84,8.6,1,0,18
10/12/2008,8:59:00,1.996,0.07,243.05,8.2,1,0,18
10/12/2008,9:00:00,2,0.068,243.76,8.2,1,0,19
10/12/2008,9:01:00,1.99,0.068,243.23,8.2,1,0,18
10/12/2008,9:02:00,1.994,0.068,243.25,8.2,2,0,18
10/12/2008,9:03:00,1.994,0.068,243.09,8.2,1,0,18
10/12/2008,9:04:00,1.988,0.07,242.65,8.2,1,0,18
10/12/2008,9:05:00,1.974,0.072,242.17,8,1,0,18
10/12/2008,9:06:00,1.984,0.072,242.53,8.2,2,0,18
10/12/2008,9:07:00,1.982,0.072,242.41,8,1,0,18
10/12/2008,9:08:00,1.984,0.072,242.61,8,1,0,18
10/12/2008,9:09:00,1.978,0.072,242.2,8,1,0,18
10/12/2008,9:10:00,1.968,0.074,241.73,8,1,0,18
10/12/2008,9:11:00,1.966,0.074,241.86,8,2,0,18
10/12/2008,9:12:00,1.972,0.074,242.32,8,1,0,18
10/12/2008,9:13:00,1.982,0.072,242.78,8,1,0,18
10/12/2008,9:14:00,1.978,0.074,242.57,8,1,0,18
10/12/2008,9:15:00,1.984,0.074,242.81,8,1,0,18
10/12/2008,9:16:00,1.976,0.074,242.44,8,2,0,18
10/12/2008,9:17:00,1.982,0.07,242.56,8,1,0,18
10/12/2008,9:18:00,1.974,0.07,242.17,8,1,0,18
10/12/2008,9:19:00,1.97,0.074,241.89,8,1,0,18
10/12/2008,9:20:00,1.958,0.074,241.24,8,2,0,18
10/12/2008,9:21:00,1.97,0.074,241.39,8,1,0,18
10/12/2008,9:22:00,1.97,0.074,241.59,8,1,0,18
10/12/2008,9:23:00,2.06,0,241.46,8.4,1,0,18
10/12/2008,9:24:00,2.256,0.234,241,9.4,1,0,18
10/12/2008,9:25:00,2.27,0.25,240.94,9.4,2,0,17
10/12/2008,9:26:00,2.27,0.258,240.83,9.4,1,0,18
10/12/2008,9:27:00,2.254,0.286,241.43,9.4,1,0,18
10/12/2008,9:28:00,2.254,0.28,242.35,9.2,0,0,18
10/12/2008,9:29:00,2.27,0.272,242.49,9.4,1,0,18
10/12/2008,9:30:00,2.304,0.264,242.91,9.4,2,0,18
10/12/2008,9:31:00,2.298,0.258,242.58,9.4,1,0,18
10/12/2008,9:32:00,2.284,0.252,242.2,9.4,1,0,18
10/12/2008,9:33:00,2.35,0.252,242.37,9.6,1,0,18
10/12/2008,9:34:00,2.318,0.248,241.84,9.6,1,0,18
10/12/2008,9:35:00,2.326,0.298,241.69,9.6,2,0,18
10/12/2008,9:36:00,2.35,0.352,241.47,9.8,1,0,18
10/12/2008,9:37:00,2.248,0.384,241.62,9.4,1,0,18
10/12/2008,9:38:00,2.214,0.386,241.5,9.2,0,0,18
10/12/2008,9:39:00,2.202,0.382,241.54,9.2,1,0,18
10/12/2008,9:40:00,2.228,0.36,240.77,9.2,1,0,18
10/12/2008,9:41:00,4.154,0.322,237.77,17.6,31,0,17
10/12/2008,9:42:00,4.336,0.314,237,18.2,37,0,17
10/12/2008,9:43:00,4.252,0.2,236.94,17.8,38,0,17
10/12/2008,9:44:00,4.238,0.184,236.83,17.8,37,0,18
10/12/2008,9:45:00,4.238,0.184,236.87,17.8,37,0,17
10/12/2008,9:46:00,4.238,0.184,236.98,17.8,38,0,17
10/12/2008,9:47:00,4.242,0.186,237.21,17.8,37,0,17
10/12/2008,9:48:00,4.222,0.13,237.15,17.8,37,0,18
10/12/2008,9:49:00,4.248,0.202,236.78,17.8,37,1,17
10/12/2008,9:50:00,4.356,0.282,236.82,18.4,38,1,17
10/12/2008,9:51:00,5.986,0.624,235.47,25.6,36,2,17
10/12/2008,9:52:00,5.556,0.454,236.29,24,37,1,17
10/12/2008,9:53:00,5.84,0.516,236.19,25.2,37,1,17
10/12/2008,9:54:00,4.876,0.26,237.22,20.8,37,2,18
10/12/2008,9:55:00,3.532,0.22,239.33,15.8,22,1,17
10/12/2008,9:56:00,2.152,0.22,240.18,9,0,2,18
10/12/2008,9:57:00,2.156,0.22,240.46,9,0,1,18
10/12/2008,9:58:00,2.182,0.234,241.9,9,0,1,18
10/12/2008,9:59:00,2.208,0.27,242.41,9,1,2,18
10/12/2008,10:00:00,2.194,0.236,242.44,9,0,1,18
10/12/2008,10:01:00,2.11,0.232,242.68,8.6,0,2,18
10/12/2008,10:02:00,2.098,0.232,242.83,8.6,0,1,18
10/12/2008,10:03:00,2.096,0.232,242.67,8.6,0,1,18
10/12/2008,10:04:00,2.09,0.23,242.28,8.6,0,2,18
10/12/2008,10:05:00,2.086,0.232,241.8,8.6,0,1,18
10/12/2008,10:06:00,2.112,0.23,241.22,8.8,0,1,18
10/12/2008,10:07:00,2.392,0.286,241.27,10.2,0,2,18
10/12/2008,10:08:00,2.076,0.22,241.17,8.6,0,1,18
10/12/2008,10:09:00,2.272,0.268,241.24,9.6,0,1,17
10/12/2008,10:10:00,2.092,0.216,241.94,8.6,0,2,18
10/12/2008,10:11:00,2.154,0.234,242.32,9,0,1,18
10/12/2008,10:12:00,2.136,0.27,241.64,9,0,1,18
10/12/2008,10:13:00,1.828,0.252,241.55,7.6,0,0,18
10/12/2008,10:14:00,1.884,0.27,241.65,7.8,0,0,18
10/12/2008,10:15:00,1.836,0.258,242.66,7.6,0,0,18
10/12/2008,10:16:00,1.83,0.256,242.64,7.6,0,0,18
10/12/2008,10:17:00,1.856,0.266,243.39,7.6,0,0,18
10/12/2008,10:18:00,1.854,0.266,242.93,7.6,0,0,19
10/12/2008,10:19:00,1.832,0.262,243.4,7.6,0,0,18
10/12/2008,10:20:00,1.948,0.254,242.58,8,0,0,18
10/12/2008,10:21:00,1.944,0.254,242.5,8,0,0,18
10/12/2008,10:22:00,1.866,0.296,242.32,7.8,0,0,18
10/12/2008,10:23:00,2.214,0.376,242.05,9.2,0,0,18
10/12/2008,10:24:00,2.184,0.356,242.29,9,0,0,18
10/12/2008,10:25:00,1.946,0.364,242.85,8,0,0,18
10/12/2008,10:26:00,2.052,0.402,242.88,8.6,0,0,18
10/12/2008,10:27:00,2.03,0.4,243.01,8.6,0,0,18
10/12/2008,10:28:00,1.888,0.362,242.19,7.8,0,0,18
10/12/2008,10:29:00,2.028,0.404,242.09,8.6,0,0,18
10/12/2008,10:30:00,1.908,0.396,241.69,8,0,0,18
10/12/2008,10:31:00,1.872,0.358,241.84,7.8,0,0,18
10/12/2008,10:32:00,1.874,0.36,242.04,7.8,0,0,18
10/12/2008,10:33:00,1.822,0.288,241.68,7.6,0,0,18
10/12/2008,10:34:00,1.78,0.224,242.05,7.4,0,0,18
10/12/2008,10:35:00,1.79,0.228,242.75,7.4,0,0,18
10/12/2008,10:36:00,1.842,0.29,242.26,7.8,0,0,18
10/12/2008,10:37:00,2.712,0.63,240.91,12,0,0,18
10/12/2008,10:38:00,1.742,0.152,242.19,7.2,0,0,18
10/12/2008,10:39:00,1.724,0.122,242.42,7,0,0,18
10/12/2008,10:40:00,1.722,0.122,242.33,7,0,0,18
10/12/2008,10:41:00,1.75,0.13,242.63,7.2,0,0,18
10/12/2008,10:42:00,2.002,0.194,242.49,8.4,0,0,18
10/12/2008,10:43:00,1.734,0.124,243.14,7,0,0,18
10/12/2008,10:44:00,1.726,0.122,242.59,7,0,0,18
10/12/2008,10:45:00,1.714,0.12,242.16,7,0,0,18
10/12/2008,10:46:00,1.712,0.118,242.1,7,0,0,18
10/12/2008,10:47:00,1.752,0.13,242.49,7.2,0,0,18
10/12/2008,10:48:00,?,?,?,?,?,?,
10/12/2008,10:49:00,?,?,?,?,?,?,
10/12/2008,10:50:00,?,?,?,?,?,?,
10/12/2008,10:51:00,?,?,?,?,?,?,
10/12/2008,10:52:00,?,?,?,?,?,?,
10/12/2008,10:53:00,?,?,?,?,?,?,
10/12/2008,10:54:00,?,?,?,?,?,?,
10/12/2008,10:55:00,?,?,?,?,?,?,
10/12/2008,10:56:00,?,?,?,?,?,?,
10/12/2008,10:57:00,?,?,?,?,?,?,
10/12/2008,10:58:00,?,?,?,?,?,?,
10/12/2008,10:59:00,?,?,?,?,?,?,
10/12/2008,11:00:00,?,?,?,?,?,?,
10/12/2008,11:01:00,?,?,?,?,?,?,
10/12/2008,11:02:00,?,?,?,?,?,?,
10/12/2008,11:03:00,?,?,?,?,?,?,
10/12/2008,11:04:00,?,?,?,?,?,?,
10/12/2008,11:05:00,?,?,?,?,?,?,
10/12/2008,11:06:00,?,?,?,?,?,?,
10/12/2008,11:07:00,?,?,?,?,?,?,
10/12/2008,11:08:00,?,?,?,?,?,?,
10/12/2008,11:09:00,?,?,?,?,?,?,
10/12/2008,11:10:00,?,?,?,?,?,?,
10/12/2008,11:11:00,?,?,?,?,?,?,
10/12/2008,11:12:00,?,?,?,?,?,?,
10/12/2008,11:13:00,?,?,?,?,?,?,
10/12/2008,11:14:00,?,?,?,?,?,?,
10/12/2008,11:15:00,?,?,?,?,?,?,
10/12/2008,11:16:00,?,?,?,?,?,?,
10/12/2008,11:17:00,?,?,?,?,?,?,
10/12/2008,11:18:00,?,?,?,?,?,?,
10/12/2008,11:19:00,?,?,?,?,?,?,
10/12/2008,11:20:00,?,?,?,?,?,?,
10/12/2008,11:21:00,?,?,?,?,?,?,
10/12/2008,11:22:00,?,?,?,?,?,?,
10/12/2008,11:23:00,?,?,?,?,?,?,
10/12/2008,11:24:00,?,?,?,?,?,?,
10/12/2008,11:25:00,?,?,?,?,?,?,
